BALTIC OPERATIONAL AND OCEANOGRAPHICAL SYSTEM (BOOS)
OCEANOGRAPHIC DATA
STATIONS

BOOSNR	= Station Number used in BOOS
PLATFORM	= Platform ID
STATION	= Station Name (Vessel Name)
LAT	= Latitude in decimal degress
LON	= Longitude in decimal degress
 
TYPE	= Station Type
where
FP	= Fixed Platform
TG	= Tide Gauge
MB	= Moored Buoy
FB	= Ferrybox/Vessel
GL	= Glider
CT	= CTD Profiles 
SF	= Lightship

DATUM	= Sea Level Reference Datum

OWNER/PROVIDER/PU = Station Owner / Data Provider / Production unit
where
BSH	=	1850	Federal Maritime and Hydrographic Agency	larissa.mueller@bsh.de
CTH	=	3506	Chalmers Technical University	guinnar.elgered@chalmers.se
DMI	=	469	Danish Meteorological Institute	vh@dmi.dk
DMU	=	3037	Danish Centre for Environment and Energy	las@dmu.dk
EMHI	=	872	Estonian Meteorological and Hydrological Institute	urmas.lips@phys.sea.ee
EPA	=	680	Environmental Protection Agency	aaa@aaa.am.lt
FISHSEC	=	991	Federal Research Centre for Fisheries	info@fishsec.org
FM	=	1217	Swedish Armed Forces	johanna.linders@smhi.se
FMI	=	1725	Finnish Meteorological Institute	pekka.alenius@fmi.fi
GBG	=	-	City of Gothenburg	johanna.linders@smhi.se
HZG	=	2842	Helmholtz-Zentrum Geesthacht	wilhelm.petersen@gkss.de
IMWM	=	193	Institute for Water Management	magdalena.kaminska@imgw.pl
IOPAS	=	195	Institute of Oceanology	wichor@iopan.gda.pl
IOW	=	116	Baltic Sea Research Institute Warnemünde	iowinfo@io-warnemuende.de
KDI	=	466	Danish Coastal Authority	cas@kyst.dk
KMRC	=	617	Kristineberg Marine Research Station	johanna.linders@smhi.se
LEGMA	=	892	Latvian Environment, Geology and Meteorology Agency	jurijs.siskins@lvgma.gov.lv
LHEI	=	698	Latvian Institute of Aquatic Ecology	anda.ikauniece@lhei.lv
LLUR	=	2537	State Office for Agriculture, Environment and Rural Areas of Schleswig Holstein	poststelle@llur.landsh.de
LNU	=	4812	Linnaeus University	johanna.linders@smhi.se
LUNG	=	993	State Agency for Environment, Nature and Geology, Mecklenburg-Vorpommern	poststelle@lung.mv-regierung.de
METNO	=	1212	Norwegian Meteorological Institute	bruce.hackett@met.no
MIG	=	1241	Maritime Institute Gdansk	anstas@im.gda.pl
MSI	=	713	Marine Systems Institute at Tallinn University of Technology	urmas.lips@msi.ttu.ee
NERI	=	729	National Environmental Research institute	las@dmu.dk
NIVA	=	1417	Norwegian Institute for Water research	pierre.jaccard@niva.no
NIOZ 	=	630	Royal Netherlands Institute for Sea Research	dmg@nioz.nl
NWAHEM	=	911	North-West Regional Administration for Hydrometeorology and Environmental Monitoring	gvi@meteo.nw.ru
RAS	=	685	P.P.Shirshov Institute of Oceanology	office@ocean.ru
RIHMI	=	681	All-Russia Research Institute of Hydrometeorological Information	nodc@meteo.ru
RUMS	=	2710	Federal Hydrometeorology and Environmental Monitoring Service	opnikitin@mail.ru
SMA	=	1215	Swedish Maritime Administration	lars.tornquist@sjofartsverket.se
SMF	=	618	Stockholm Research Centre	johanna.linders@smhi.se
SMHI	=	545	Swedish Meteorological and Hydrological Institute	johanna.linders@smhi.se
STE	=	1218	Stena Line	johanna.linders@smhi.se
SYKE	=	1104	Finnish Environmental Institute	seppo.kaitala@ymparisto.fi
UMF	=	622	Umea Research Centre	johanna.linders@smhi.se
UT	=	3138	University of Tartu	ivan.kuprijanov@ut.ee
WSA	=	2313	German Federal Waterways and Shipping Administration	larissa.mueller@bsh.de

PARAMETERS	= Parameters (myo_code) provided from each station. See MYO_PARAMETERS.txt for more information.


BOOSNR	PLATFORM	STATION	LAT	LON	TYPE	DATUM	OWNER	PROVIDER	PU	PARAMETERS
41032	BRK3074005	3074005 Kampeløkken	55.2867	14.8017	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41033	BRK3091005	3091005 Hammeren	55.2783	14.7467	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41034	BRK4049005	4049005 Nexø	55.0700	15.1500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41035	BRK4084505	4084505 Hullehavn	55.1317	15.1658	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41036	BRK5059505	5059505 Franks Rev	55.0192	14.9033	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41037	BRKBMPK2	BMPK2 Bornholmsdybet	55.2500	15.9833	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41038	DMU1001	1001 SW Vinga/GF 4	57.5500	11.5250	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41039	DMU1002	1002 Skagen E	57.8333	11.0667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41040	DMU1004	1004 Skagen NE	57.8667	11.3000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41041	DMU1005	1005 Skagen	57.8000	10.8667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41042	DMU1006	1006 Skagerrak C	58.1667	9.5000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41043	DMU1007	1007 GF 6	57.5333	11.3250	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41044	DMU1008	1008 GF 8	57.4650	10.9000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41045	DMU1009	1009 GF 9	57.4333	10.7083	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41046	DMU1013	1013 Hirtshals 0	57.6083	9.9167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41047	DMU1019	1019 Hanstholm	57.1333	8.5833	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41048	DMU1022	1022 Harboøre 0	56.6500	8.1333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41049	DMU1023	1023 Harboøre I	56.6500	7.7667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41050	DMU1024	1024 Harboøre II	56.6500	7.4000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41051	DMU1025	1025 Harboøre III	56.6500	7.0333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41052	DMU1026	1026 Harboøre IV	56.6500	6.6667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41053	DMU1027	1027 Harboøre V	56.6500	6.3000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41054	DMU1034	1034 Husby Klit 0	56.1667	8.0000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41055	DMU1035	1035 Husby Klit I	56.1667	7.7167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41056	DMU1041	1041 Henne 0	55.7333	8.0000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41057	DMU1042	1042 Henne I	55.7333	7.7667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41058	DMU1043	1043 Henne II	55.7333	7.4000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41059	DMU1044	1044 Henne III	55.7333	7.0333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41060	DMU1045	1045 Henne IV	55.7333	6.6667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41061	DMU1046	1046 Henne V	55.7333	6.3000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41062	DMU1052	1052 Knude Dyb 0	55.3167	7.9667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41063	DMU1053	1053 Knude Dyb I	55.3167	7.6000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41064	DMU1054	1054 Knude Dyb II	55.3167	7.2167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41065	DMU1055	1055 Knude Dyb III	55.3167	6.8333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41066	DMU1056	1056 Knude Dyb IV	55.3167	6.4500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41067	DMU1059	1059 Sild 0	55.0000	8.2667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41068	DMU1060	1060 Sild I	55.0000	7.9667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41069	DMU1061	1061 Sild II	55.0000	7.6000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41070	DMU1062	1062 Sild III	55.0000	7.2167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41071	DMU1063	1063 Sild IV	55.0000	6.8333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41072	DMU1064	1064 Sild V	55.0000	6.4500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41073	DMU1071	1071 Husby Klit II	56.1667	7.4167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41074	DMU1072	1072 Husby Klit III	56.1667	7.0833	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41075	DMU1073	1073 Husby Klit IV	56.1667	6.6667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41076	DMU1074	1074 Husby Klit V	56.1667	6.3000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41077	DMU1080	1080 Amrum I	54.5333	8.1333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41078	DMU1081	1081 Amrum II	54.5333	7.8667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41079	DMU1082	1082 Amrum III	54.5333	7.6000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41080	DMU1083	1083 Amrum IV	54.5333	7.2167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41081	DMU1084	1084 Amrum V	54.5333	6.8333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41082	DMU1085	1085 Amrum IV	54.5333	6.4500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41083	DMU1086	1086 Knude Dyb	55.3167	8.3000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41084	DMU1101	1101 Torungen-Hirtshals	57.6333	9.8667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41085	DMU1102	1102 Torungen-Hirtshals	57.7000	9.7500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41086	DMU1104	1104 Torungen-Hirtshals	57.8500	9.5667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41087	DMU1106	1106 Torungen-Hirtshals	58.0000	9.3667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41088	DMU1130	1130 Skagerrak	57.2333	8.5417	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41089	DMU1131	1131 Skagerrak	57.3167	8.5000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41090	DMU1133	1133 Skagerrak	57.4833	8.4167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41091	DMU1135	1135 Skagerrak	57.6500	8.3333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41092	DMU1728	1728 Drogden	55.5350	12.7133	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41093	DMU31S 	31S Ven SW	55.8508	12.6687	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41094	DMU403	403 Laesø Rende	57.2933	10.7417	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41095	DMU409	409 Ålborg Bugt	56.8567	10.7917	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41096	DMU413	413 Anholt E	56.6667	12.1167	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41097	DMU415	415 Fornaes	56.5583	11.0333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41098	DMU418	418 Lysegrund NE	56.3750	12.0333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41099	DMU427	427 Helgenaes	56.0500	10.5467	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41100	DMU430	-	55.9333	10.9833	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41101	DMU431	431 Ven	55.8667	12.7500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41102	DMU432	432 Kolby Kås	55.8117	10.5000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41103	DMU441	441 Stevns	55.2717	12.5750	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41104	DMU443	443 Langelands Baelt	55.0500	11.0333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41105	DMU444	444 Arkona W	55.0000	13.3000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41106	DMU449	449 Syd for Møn	54.8000	12.3667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41107	DMU450	450 Kelds Nor	54.7000	10.7667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41108	DMU905	905 Fladen	57.1917	11.6667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41109	DMU921	921 Kullen	56.2333	12.3700	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41110	DMU922	922 Hesselø	56.1650	11.8000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41111	DMU925	925 Gniben	56.1317	11.1600	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41112	DMU935	935 Asnaes	55.6550	10.7617	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41113	DMU939	939 Halsskov Rev	55.3767	11.0000	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41114	DMU952	952 Fehmarn Baelt	54.5700	11.3333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41115	DMU954	954 Gedser Rev	54.4867	12.2800	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41116	DMUM2	M2 Mecklenborg Bugt	54.3167	11.5500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41117	DMUN3	N3 Kiel Bugt	54.6000	10.4500	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41118	FRB1877	1877 Nivå Bugt	55.9367	12.5633	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41119	FRB1937	1937 Tisvilde	56.0730	12.0553	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41120	FRB1939	1939 Gilleleje	56.1565	12.3117	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41121	FRB1993	1993 Spodsbjaerg, sydlige Kattegat	55.9992	11.8600	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41122	FRB20036	-	56.0709	11.7625	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41123	FRB20037	-	56.1326	11.9642	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41124	FRB20038	-	56.1665	12.1677	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41125	FRB2013	2013 Espergaerde	55.9758	12.6203	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41126	FRB65	65 Ølsted grund	55.9250	12.0233	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41127	FRB75	75 Kulhuse	55.9445	11.9262	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41128	FRB8000	8000 Lynaes Sand	55.9150	11.8258	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41129	FRB8550	-	55.8867	12.0333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41130	FRB9000	-	56.1082	12.4958	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41131	FRB9080	-	56.1455	12.4047	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41132	FYN0018001	-	55.6068	10.2948	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41133	FYN0018002	-	55.5872	10.2870	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41134	FYN0018112	-	55.4589	9.7631	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41135	FYN0018121	-	55.4539	9.8134	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41136	FYN0018152	-	55.3561	9.8725	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41137	FYN0018153	-	55.3503	9.8744	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41138	FYN0018161	-	55.3389	9.8931	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41139	FYN0018231	-	57.5333	11.4333	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41140	FYN0018232	-	55.1660	10.0752	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41141	FYN0018310	-	55.0755	10.2569	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41142	FYN0018320	-	54.8738	10.4742	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41143	FYN0018322	-	54.8735	10.4387	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41144	FYN0018361	-	55.0628	10.3743	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41145	FYN0018365	-	55.0491	10.3699	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41146	FYN0018402	-	54.9956	10.5447	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41147	FYN0018501	-	54.7288	10.7041	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41148	FYN0018511	-	54.7608	10.6806	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41149	FYN0018531	-	54.7967	10.6667	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41150	FYN0018532	-	54.7961	10.6591	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41151	FYN0018541	-	54.7908	10.6646	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41152	FYN0018571	-	54.8858	10.7028	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41153	FYN0018572	-	54.8775	10.6992	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41154	FYN0018691	-	54.9950	10.6573	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41155	FYN0018751	-	55.2968	10.7565	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41156	FYN0018752	-	55.2977	10.7717	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41157	FYN0018825	-	55.4460	10.6239	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41158	FYN0018841	-	55.4322	10.5737	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41159	FYN0018843	-	55.4517	10.5670	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41160	FYN0018861	-	55.6152	10.6122	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41161	FYN0018881	-	55.5823	10.6222	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41162	FYN0018882	-	55.5665	10.6215	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41163	FYN6100014	6100014 Endelave/Juelsminde Kyst	55.6750	10.0917	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41164	FYN6100016	6100016 Nordlige Lillebaelt	55.6033	9.9567	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41165	FYN6100018	-	55.5827	9.8404	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
41166	FYN6100020	6100020 Nordlige Lillebaelt	55.5067	9.6550	CT	-	DMU	DMU	SMHI	TIME LATX LONX PRES TEMP PSAL FLU2 TUR4 DOX1 LGHT SVEL
